城市,城市名,县区,县区坐标（经纬度）,县区名,离荆门市的距离（km）,城市关联的乐种,城市关联的乐种名,县区关联的乐种,县区关联的乐种名,涉及特藏,特藏资源名
"""https://lib.ccmusic.edu.cn/data/place/420500""",宜昌市,"""https://lib.ccmusic.edu.cn/data/place/420525""","""POINT(111.64132 31.06129)""",远安县,"""53.3627""","""https://lib.ccmusic.edu.cn/data/musictype/uS8wzByTv1JV2lVj""",长阳南曲,"""https://lib.ccmusic.edu.cn/data/musictype/Ie4l9D4yzi5g799h""",远安花鼓戏,,
"""https://lib.ccmusic.edu.cn/data/place/420500""",宜昌市,"""https://lib.ccmusic.edu.cn/data/place/420525""","""POINT(111.64132 31.06129)""",远安县,"""53.3627""","""https://lib.ccmusic.edu.cn/data/musictype/xvPYExWWKPWLN6r9""",汉滩小曲,"""https://lib.ccmusic.edu.cn/data/musictype/Ie4l9D4yzi5g799h""",远安花鼓戏,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/sdresource/629dO9T62jd5vw3Q""",
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/sdresource/629dO9T62jd5vw3Q""",
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/sdresource/90QT3psX2JMSX86w""",
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ArjpszR7xDIcQ6yJ""",襄阳小曲,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Lie8zD916Q6955P6""",火炮(鄂北打调),"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/To3Z5FVbUjY4OCps""",老河口丝弦,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/YvU191ce9MoEf9Z7""",襄阳花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/YvU191ce9MoEf9Z7""",襄阳花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/bmj8Ek0BV7t32f6t""",鄂北打调-锣鼓架子,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/bmj8Ek0BV7t32f6t""",鄂北打调-锣鼓架子,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/sdresource/629dO9T62jd5vw3Q""",湖北襄河道坠子系列之三：“襄河道坠子”讲座（李大庆）
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/sdresource/90QT3psX2JMSX86w""",湖北襄河道坠子系列之二：“襄河道坠子”作为地域性的流派和形成（姚艺君）
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/sdresource/006nnaM3imVngj4i""",湖北襄河道坠子系列之一：湖北“襄河道坠子”演出
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/sdresource/90QT3psX2JMSX86w""",湖北襄河道坠子系列之二：“襄河道坠子”作为地域性的流派和形成（姚艺君）
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/3S5WgP5NPbQ25122""",鄂北花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ArjpszR7xDIcQ6yJ""",襄阳小曲,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Lie8zD916Q6955P6""",火炮(鄂北打调),"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Lie8zD916Q6955P6""",火炮(鄂北打调),"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/To3Z5FVbUjY4OCps""",老河口丝弦,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Up2RoJaEg1g6u1Q6""",湖北弦索乐,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Up2RoJaEg1g6u1Q6""",湖北弦索乐,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/YvU191ce9MoEf9Z7""",襄阳花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/sdresource/006nnaM3imVngj4i""",湖北襄河道坠子系列之一：湖北“襄河道坠子”演出
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/TUuiYjM8T3129r8H""",襄河道坠子,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/sdresource/006nnaM3imVngj4i""",湖北襄河道坠子系列之一：湖北“襄河道坠子”演出
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/3S5WgP5NPbQ25122""",鄂北花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/3S5WgP5NPbQ25122""",鄂北花鼓戏,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ArjpszR7xDIcQ6yJ""",襄阳小曲,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/K52hXaVgcreKj8Zl""",沮水巫音,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/K52hXaVgcreKj8Zl""",沮水巫音,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/K52hXaVgcreKj8Zl""",沮水巫音,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/To3Z5FVbUjY4OCps""",老河口丝弦,"""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/Up2RoJaEg1g6u1Q6""",湖北弦索乐,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/bmj8Ek0BV7t32f6t""",鄂北打调-锣鼓架子,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,"""https://lib.ccmusic.edu.cn/data/musictype/G8YBwZ6lY3QK6C3f""",鄂北打调,,
"""https://lib.ccmusic.edu.cn/data/place/420600""",襄阳市,"""https://lib.ccmusic.edu.cn/data/place/420684""","""POINT(112.25776 31.71976)""",宜城市,"""74.409""","""https://lib.ccmusic.edu.cn/data/musictype/jE5M8DWNaW0GGF37""",鄂北打调-粗乐,"""https://lib.ccmusic.edu.cn/data/musictype/ivojjMUpkzYv43uv""",鄂北打调-细乐,,
